ENSG00000004478|ENSG00000004478.8|ENSP00000001008|ENSP00000001008.4,1.1540188587425637
ENSG00000127423|ENSG00000127423.11|ENSP00000443647|ENSP00000443647.1,1.0980842226378502
ENSG00000166340|ENSG00000166340.18|ENSP00000437066|ENSP00000437066.1,1.06551192788773
ENSG00000165457|ENSG00000165457.15|ENSP00000440337|ENSP00000440337.1,1.4693163576422692
ENSG00000150967|ENSG00000150967.19|ENSP00000441734|ENSP00000441734.1,1.3660891855092328
ENSG00000175164|ENSG00000175164.16|ENSP00000483018|ENSP00000483018.1,1.277008348694138
ENSG00000110801|ENSG00000110801.14|ENSP00000445058|ENSP00000445058.1,1.2983202899952206
ENSG00000134575|ENSG00000134575.13|ENSP00000432439|ENSP00000432439.1,1.1616144594316398
ENSG00000230873|ENSG00000230873.9|ENSP00000455698|ENSP00000455698.1,1.0549123854290312
ENSG00000175348|ENSG00000175348.11|ENSP00000433361|ENSP00000433361.1,1.0895668471147728
ENSG00000147642|ENSG00000147642.17|ENSP00000436266|ENSP00000436266.1,0.979259273297714
ENSG00000117602|ENSG00000117602.13|ENSP00000445401|ENSP00000445401.2,1.147108932626436
ENSG00000139190|ENSG00000139190.17|ENSP00000444181|ENSP00000444181.1,1.2782410648732772
ENSG00000164520|ENSG00000164520.12|ENSP00000432366|ENSP00000432366.1,1.0824913383697041
ENSG00000131323|ENSG00000131323.17|ENSP00000445998|ENSP00000445998.1,1.1114824509954864
ENSG00000104388|ENSG00000104388.15|ENSP00000431846|ENSP00000431846.1,1.2102870265961712
ENSG00000255009|ENSG00000255009.4|ENSP00000485108|ENSP00000485108.1,1.1463956853043349
ENSG00000205531|ENSG00000205531.14|ENSP00000432126|ENSP00000432126.1,1.262480380470137
ENSG00000110848|ENSG00000110848.8|ENSP00000442597|ENSP00000442597.1,1.1759357053063035
ENSG00000149257|ENSG00000149257.16|ENSP00000436040|ENSP00000436040.1,1.4689138960475452
ENSG00000071894|ENSG00000071894.17|ENSP00000435761|ENSP00000435761.2,1.3286548537529033
ENSG00000125630|ENSG00000125630.16|ENSP00000437914|ENSP00000437914.1,1.0345968808814816
ENSG00000174514|ENSG00000174514.13|ENSP00000445329|ENSP00000445329.1,1.225006135619592
ENSG00000137812|ENSG00000137812.21|ENSP00000436851|ENSP00000436851.1,1.1964511494185253
ENSG00000154359|ENSG00000154359.13|ENSP00000432130|ENSP00000432130.1,1.1382988678781683
ENSG00000177595|ENSG00000177595.19|ENSP00000435008|ENSP00000435008.1,1.116671029780219
ENSG00000061936|ENSG00000061936.10|ENSP00000445832|ENSP00000445832.1,1.2328091858676715
ENSG00000065600|ENSG00000065600.13|ENSP00000438863|ENSP00000438863.1,1.0688603064471003
ENSG00000175097|ENSG00000175097.9|ENSP00000432174|ENSP00000432174.2,1.1214145122759913
ENSG00000166441|ENSG00000166441.13|ENSP00000435081|ENSP00000435081.1,1.2457237522392477
ENSG00000259009|ENSG00000259009.5|ENSP00000514106|ENSP00000514106.1,1.1055212751032344
ENSG00000159228|ENSG00000159228.13|ENSP00000434613|ENSP00000434613.1,1.1805607146323032
ENSG00000126091|ENSG00000126091.21|ENSP00000435621|ENSP00000435621.1,1.1384964449798318
ENSG00000121060|ENSG00000121060.19|ENSP00000445961|ENSP00000445961.1,1.2017678114776953
ENSG00000227801|ENSG00000227801.8|ENSP00000447864|ENSP00000447864.1,0.9484079136322298
ENSG00000139324|ENSG00000139324.12|ENSP00000448733|ENSP00000448733.1,1.056140095114407
ENSG00000180481|ENSG00000180481.11|ENSP00000447980|ENSP00000447980.1,1.192491933181764
ENSG00000075415|ENSG00000075415.15|ENSP00000447740|ENSP00000447740.1,1.0054753262432823
ENSG00000084110|ENSG00000084110.11|ENSP00000450372|ENSP00000450372.1,1.0020803785228012
ENSG00000110906|ENSG00000110906.13|ENSP00000437348|ENSP00000437348.1,1.1738139818869866
ENSG00000235696|ENSG00000235696.8|ENSP00000447134|ENSP00000447134.1,1.1309068550585866
ENSG00000005102|ENSG00000005102.14|ENSP00000449049|ENSP00000449049.2,1.1221915464737666
ENSG00000111319|ENSG00000111319.13|ENSP00000438739|ENSP00000438739.1,1.2235143984684627
ENSG00000237335|ENSG00000237335.8|ENSP00000448784|ENSP00000448784.1,1.2697608824536506
ENSG00000135144|ENSG00000135144.8|ENSP00000510707|ENSP00000510707.1,1.3449572087934591
ENSG00000166037|ENSG00000166037.11|ENSP00000443436|ENSP00000443436.1,1.1056914746860025
ENSG00000165376|ENSG00000165376.12|ENSP00000441283|ENSP00000441283.1,1.109896392368362
ENSG00000185347|ENSG00000185347.19|ENSP00000450003|ENSP00000450003.2,1.2473320658738476
ENSG00000166986|ENSG00000166986.15|ENSP00000447914|ENSP00000447914.1,1.2335376842212469
ENSG00000127325|ENSG00000127325.19|ENSP00000446575|ENSP00000446575.1,1.180042736859066
ENSG00000022267|ENSG00000022267.19|ENSP00000443333|ENSP00000443333.1,1.4924294762672874
ENSG00000183715|ENSG00000183715.15|ENSP00000445496|ENSP00000445496.1,1.0319631462328647
ENSG00000124493|ENSG00000124493.14|ENSP00000437730|ENSP00000437730.1,1.3347353973181812
ENSG00000064102|ENSG00000064102.15|ENSP00000446183|ENSP00000446183.1,1.1916682771347467
ENSG00000132906|ENSG00000132906.18|ENSP00000449584|ENSP00000449584.1,1.0940066525458445
ENSG00000021300|ENSG00000021300.14|ENSP00000440102|ENSP00000440102.1,1.313823596913426
ENSG00000185664|ENSG00000185664.15|ENSP00000448828|ENSP00000448828.1,1.0040106890905909
ENSG00000185046|ENSG00000185046.21|ENSP00000448205|ENSP00000448205.1,1.092127552084642
ENSG00000153179|ENSG00000153179.15|ENSP00000443021|ENSP00000443021.1,1.1549560874966867
ENSG00000139644|ENSG00000139644.13|ENSP00000450158|ENSP00000450158.2,1.1332729372991792
ENSG00000206403|ENSG00000206403.11|ENSP00000448431|ENSP00000448431.1,1.1261278369133472
ENSG00000062485|ENSG00000062485.19|ENSP00000448172|ENSP00000448172.1,1.0445723776394122
ENSG00000123836|ENSG00000123836.15|ENSP00000439420|ENSP00000439420.2,1.246337252147563
ENSG00000013573|ENSG00000013573.17|ENSP00000443426|ENSP00000443426.1,1.1513005911307055
ENSG00000100030|ENSG00000100030.15|ENSP00000440842|ENSP00000440842.1,1.118763100500905
ENSG00000155957|ENSG00000155957.19|ENSP00000441291|ENSP00000441291.2,1.0278940434066546
ENSG00000132185|ENSG00000132185.18|ENSP00000439838|ENSP00000439838.1,1.0292119644942614
ENSG00000161800|ENSG00000161800.13|ENSP00000449565|ENSP00000449565.1,1.1161214220486186
ENSG00000139197|ENSG00000139197.11|ENSP00000438772|ENSP00000438772.1,1.4071912705753586
ENSG00000120868|ENSG00000120868.15|ENSP00000450175|ENSP00000450175.1,1.21895749964287
ENSG00000075415|ENSG00000075415.15|ENSP00000447310|ENSP00000447310.1,1.010246183622675
ENSG00000139318|ENSG00000139318.8|ENSP00000449838|ENSP00000449838.1,1.0714878933819234
ENSG00000206342|ENSG00000206342.12|ENSP00000448123|ENSP00000448123.1,0.9929518588274283
ENSG00000053702|ENSG00000053702.15|ENSP00000438338|ENSP00000438338.1,1.2457830902659341
ENSG00000166783|ENSG00000166783.22|ENSP00000449376|ENSP00000449376.1,0.9566247850042079
ENSG00000135506|ENSG00000135506.17|ENSP00000447719|ENSP00000447719.1,1.0795626403451837
ENSG00000181929|ENSG00000181929.13|ENSP00000448972|ENSP00000448972.1,1.0781360468582404
ENSG00000136048|ENSG00000136048.14|ENSP00000448075|ENSP00000448075.1,1.1050379006441982
ENSG00000111481|ENSG00000111481.10|ENSP00000449341|ENSP00000449341.1,1.0991765281039387
ENSG00000075188|ENSG00000075188.9|ENSP00000448054|ENSP00000448054.1,1.1858760914783157
ENSG00000111145|ENSG00000111145.8|ENSP00000449420|ENSP00000449420.1,1.2502976993865156
ENSG00000139182|ENSG00000139182.15|ENSP00000442612|ENSP00000442612.1,1.3630912794908039
ENSG00000107105|ENSG00000107105.15|ENSP00000440998|ENSP00000440998.1,1.076365314316618
ENSG00000168398|ENSG00000168398.7|ENSP00000439459|ENSP00000439459.2,1.4846094730005912
ENSG00000161800|ENSG00000161800.13|ENSP00000449669|ENSP00000449669.1,1.1572665070397588
ENSG00000135473|ENSG00000135473.16|ENSP00000449092|ENSP00000449092.1,1.20476783389428
ENSG00000231543|ENSG00000231543.9|ENSP00000450180|ENSP00000450180.2,1.0925175298702383
ENSG00000167779|ENSG00000167779.9|ENSP00000449344|ENSP00000449344.1,1.0803233129503718
ENSG00000100014|ENSG00000100014.20|ENSP00000439633|ENSP00000439633.1,0.9842773272514445
ENSG00000112782|ENSG00000112782.19|ENSP00000439195|ENSP00000439195.1,1.2196116832232389
ENSG00000174672|ENSG00000174672.16|ENSP00000445168|ENSP00000445168.2,1.318328607204726
ENSG00000205352|ENSG00000205352.11|ENSP00000448481|ENSP00000448481.1,1.2445199311075796
ENSG00000206378|ENSG00000206378.10|ENSP00000449518|ENSP00000449518.1,1.153308953137554
ENSG00000180537|ENSG00000180537.13|ENSP00000442021|ENSP00000442021.1,1.06777107249665
ENSG00000127325|ENSG00000127325.19|ENSP00000449868|ENSP00000449868.1,1.2063098695552648
ENSG00000119596|ENSG00000119596.18|ENSP00000447921|ENSP00000447921.1,1.0142891422981262
ENSG00000118308|ENSG00000118308.16|ENSP00000450246|ENSP00000450246.1,1.0407360486789219
ENSG00000127328|ENSG00000127328.22|ENSP00000448218|ENSP00000448218.1,1.1904435415925105
ENSG00000063046|ENSG00000063046.18|ENSP00000449746|ENSP00000449746.1,1.0070795920034363
ENSG00000158301|ENSG00000158301.20|ENSP00000437872|ENSP00000437872.1,1.0978458660703936
ENSG00000139318|ENSG00000139318.8|ENSP00000446858|ENSP00000446858.1,1.7399956237697196
ENSG00000206281|ENSG00000206281.11|ENSP00000448168|ENSP00000448168.3,1.022266862819151
ENSG00000182544|ENSG00000182544.9|ENSP00000449354|ENSP00000449354.2,1.0210779306169555
ENSG00000065357|ENSG00000065357.20|ENSP00000446605|ENSP00000446605.1,1.2692175004557835
ENSG00000235708|ENSG00000235708.8|ENSP00000448931|ENSP00000448931.1,0.9537390718876864
ENSG00000177575|ENSG00000177575.13|ENSP00000445438|ENSP00000445438.1,1.2836686068733703
ENSG00000102078|ENSG00000102078.16|ENSP00000444642|ENSP00000444642.2,1.025041578736527
ENSG00000236250|ENSG00000236250.8|ENSP00000447097|ENSP00000447097.1,0.9919919004567016
ENSG00000122970|ENSG00000122970.16|ENSP00000446950|ENSP00000446950.1,1.1689654148252688
ENSG00000064115|ENSG00000064115.11|ENSP00000442617|ENSP00000442617.1,1.2759434927863704
ENSG00000166598|ENSG00000166598.16|ENSP00000450215|ENSP00000450215.2,1.1003714626407404
ENSG00000151491|ENSG00000151491.14|ENSP00000441867|ENSP00000441867.1,1.0397348695533501
ENSG00000008517|ENSG00000008517.19|ENSP00000446624|ENSP00000446624.1,1.287002638732494
ENSG00000110917|ENSG00000110917.9|ENSP00000438950|ENSP00000438950.2,1.1863163097283418
ENSG00000139116|ENSG00000139116.19|ENSP00000445606|ENSP00000445606.2,1.054291538734048
ENSG00000072952|ENSG00000072952.21|ENSP00000448278|ENSP00000448278.2,1.0164087207341805
ENSG00000111305|ENSG00000111305.19|ENSP00000445884|ENSP00000445884.2,1.0375341487497651
ENSG00000115694|ENSG00000115694.15|ENSP00000444886|ENSP00000444886.1,1.359269051248831
ENSG00000166153|ENSG00000166153.17|ENSP00000448385|ENSP00000448385.2,1.0811717540359442
ENSG00000151116|ENSG00000151116.17|ENSP00000437538|ENSP00000437538.1,1.1959602074492488
ENSG00000002330|ENSG00000002330.14|ENSP00000440575|ENSP00000440575.1,1.1695744691544259
ENSG00000236980|ENSG00000236980.10|ENSP00000454903|ENSP00000454903.1,1.1771509778216713
ENSG00000067840|ENSG00000067840.13|ENSP00000442033|ENSP00000442033.1,1.3863121607495474
ENSG00000122986|ENSG00000122986.14|ENSP00000449601|ENSP00000449601.1,1.2928457268174354
ENSG00000033800|ENSG00000033800.14|ENSP00000438574|ENSP00000438574.1,0.9773776241797526
ENSG00000083454|ENSG00000083454.23|ENSP00000467707|ENSP00000467707.1,1.1994051438659044
ENSG00000110851|ENSG00000110851.12|ENSP00000449295|ENSP00000449295.1,1.0654740690526547
ENSG00000174233|ENSG00000174233.12|ENSP00000446730|ENSP00000446730.1,1.1961104230664032
ENSG00000111641|ENSG00000111641.13|ENSP00000441923|ENSP00000441923.1,1.1616525124727466
ENSG00000113649|ENSG00000113649.14|ENSP00000450414|ENSP00000450414.1,1.0785140552602621
ENSG00000177426|ENSG00000177426.22|ENSP00000449722|ENSP00000449722.1,1.1975442668711922
ENSG00000170653|ENSG00000170653.19|ENSP00000456858|ENSP00000456858.1,1.1889264812533364
ENSG00000111596|ENSG00000111596.14|ENSP00000450077|ENSP00000450077.1,1.2468615912987353
ENSG00000206245|ENSG00000206245.11|ENSP00000449655|ENSP00000449655.2,1.1164081522339098
ENSG00000166073|ENSG00000166073.12|ENSP00000439361|ENSP00000439361.1,1.0689156427053907
ENSG00000092295|ENSG00000092295.12|ENSP00000439446|ENSP00000439446.1,1.151723453558401
ENSG00000176371|ENSG00000176371.14|ENSP00000441855|ENSP00000441855.1,1.1697474943933326
ENSG00000125386|ENSG00000125386.16|ENSP00000443617|ENSP00000443617.1,1.0132522830961166
ENSG00000134291|ENSG00000134291.12|ENSP00000449737|ENSP00000449737.1,1.1282025327225038
ENSG00000186642|ENSG00000186642.16|ENSP00000440834|ENSP00000440834.1,1.460176214817575
ENSG00000116833|ENSG00000116833.14|ENSP00000439116|ENSP00000439116.1,1.0847874877873953
ENSG00000103248|ENSG00000103248.19|ENSP00000444003|ENSP00000444003.2,1.0414619503437152
ENSG00000205022|ENSG00000205022.9|ENSP00000449247|ENSP00000449247.1,1.0958321250318643
ENSG00000051825|ENSG00000051825.15|ENSP00000441298|ENSP00000441298.1,1.1620994492161454
ENSG00000077458|ENSG00000077458.13|ENSP00000444087|ENSP00000444087.1,1.1655800384830808
ENSG00000166401|ENSG00000166401.15|ENSP00000438328|ENSP00000438328.1,1.1916473646554036
ENSG00000129493|ENSG00000129493.15|ENSP00000446884|ENSP00000446884.1,1.2691025759293866
ENSG00000111271|ENSG00000111271.15|ENSP00000447561|ENSP00000447561.2,0.9998999562827812
ENSG00000180481|ENSG00000180481.11|ENSP00000448248|ENSP00000448248.1,1.1697289534119235
ENSG00000112357|ENSG00000112357.14|ENSP00000441004|ENSP00000441004.1,1.0186071328643602
ENSG00000139637|ENSG00000139637.14|ENSP00000455319|ENSP00000455319.1,1.22364521550702
ENSG00000092841|ENSG00000092841.19|ENSP00000446721|ENSP00000446721.1,1.430966829686938
ENSG00000111641|ENSG00000111641.13|ENSP00000439422|ENSP00000439422.1,1.092820625914548
ENSG00000050426|ENSG00000050426.16|ENSP00000447419|ENSP00000447419.1,1.0501721787533085
ENSG00000166783|ENSG00000166783.22|ENSP00000450309|ENSP00000450309.1,0.9549585390646509
ENSG00000186815|ENSG00000186815.13|ENSP00000449564|ENSP00000449564.1,1.2567158553885556
ENSG00000065361|ENSG00000065361.17|ENSP00000448729|ENSP00000448729.1,1.0151274458082615
ENSG00000135454|ENSG00000135454.14|ENSP00000450303|ENSP00000450303.1,1.071309097773343
ENSG00000135655|ENSG00000135655.16|ENSP00000449563|ENSP00000449563.1,1.436733348809186
ENSG00000224770|ENSG00000224770.7|ENSP00000449365|ENSP00000449365.1,1.100958100129189
ENSG00000257770|ENSG00000257770.5|ENSP00000449271|ENSP00000449271.1,1.3059698122211318
ENSG00000032444|ENSG00000032444.17|ENSP00000443323|ENSP00000443323.1,1.155532829115111
ENSG00000159256|ENSG00000159256.13|ENSP00000447562|ENSP00000447562.1,1.2722489940294879
ENSG00000170421|ENSG00000170421.13|ENSP00000447566|ENSP00000447566.1,1.387537922951219
ENSG00000236210|ENSG00000236210.8|ENSP00000447438|ENSP00000447438.1,1.4078436064583473
ENSG00000047621|ENSG00000047621.12|ENSP00000442806|ENSP00000442806.1,1.326363055272513
ENSG00000255855|ENSG00000255855.4|ENSP00000491279|ENSP00000491279.1,1.0249892756204424
ENSG00000140287|ENSG00000140287.11|ENSP00000440252|ENSP00000440252.1,1.1148584218034823
ENSG00000175575|ENSG00000175575.13|ENSP00000441333|ENSP00000441333.1,1.001614672033083
ENSG00000139644|ENSG00000139644.13|ENSP00000448036|ENSP00000448036.1,1.1332729372991792
ENSG00000185024|ENSG00000185024.18|ENSP00000450258|ENSP00000450258.1,1.212262427638947
ENSG00000215021|ENSG00000215021.10|ENSP00000441662|ENSP00000441662.1,1.1967466666609765
ENSG00000167779|ENSG00000167779.9|ENSP00000448953|ENSP00000448953.1,1.0923697360350892
ENSG00000236649|ENSG00000236649.10|ENSP00000447926|ENSP00000447926.1,1.1644181348317693
ENSG00000157637|ENSG00000157637.13|ENSP00000437601|ENSP00000437601.1,1.1834480786856685
ENSG00000229597|ENSG00000229597.7|ENSP00000447616|ENSP00000447616.1,1.1320013673554732
ENSG00000012822|ENSG00000012822.16|ENSP00000449058|ENSP00000449058.1,1.1648677874106892
ENSG00000171759|ENSG00000171759.10|ENSP00000489016|ENSP00000489016.1,1.1295285071990928
ENSG00000189186|ENSG00000189186.11|ENSP00000479800|ENSP00000479800.1,1.0400989550763478
ENSG00000139220|ENSG00000139220.17|ENSP00000438337|ENSP00000438337.2,1.0073567404606902
ENSG00000139174|ENSG00000139174.12|ENSP00000448359|ENSP00000448359.1,1.0607847083730058
ENSG00000092841|ENSG00000092841.19|ENSP00000446687|ENSP00000446687.1,1.5274740712117536
ENSG00000058272|ENSG00000058272.19|ENSP00000450059|ENSP00000450059.1,1.1652750067287
ENSG00000111231|ENSG00000111231.9|ENSP00000448335|ENSP00000448335.1,1.4126175215380858
ENSG00000164484|ENSG00000164484.12|ENSP00000438928|ENSP00000438928.1,0.9982923178657084
ENSG00000111679|ENSG00000111679.17|ENSP00000440114|ENSP00000440114.1,1.3081487100749594
ENSG00000203666|ENSG00000203666.13|ENSP00000447807|ENSP00000447807.1,1.2547371254148019
ENSG00000105676|ENSG00000105676.14|ENSP00000446209|ENSP00000446209.1,1.2318104428147603
ENSG00000090612|ENSG00000090612.22|ENSP00000443721|ENSP00000443721.2,1.1774844990776243
ENSG00000094916|ENSG00000094916.16|ENSP00000449207|ENSP00000449207.1,1.2739242839758778
ENSG00000111325|ENSG00000111325.16|ENSP00000442476|ENSP00000442476.1,1.3389535513449111
ENSG00000214530|ENSG00000214530.10|ENSP00000443597|ENSP00000443597.1,1.3458248589982988
ENSG00000167528|ENSG00000167528.13|ENSP00000437832|ENSP00000437832.2,1.1156415480748167
ENSG00000127329|ENSG00000127329.16|ENSP00000446934|ENSP00000446934.1,1.2078130387217119
ENSG00000256660|ENSG00000256660.7|ENSP00000439561|ENSP00000439561.1,1.1400393507557693
ENSG00000066032|ENSG00000066032.19|ENSP00000444675|ENSP00000444675.2,1.0752965829696461
ENSG00000087470|ENSG00000087470.21|ENSP00000515261|ENSP00000515261.1,1.1517621987477782
ENSG00000151413|ENSG00000151413.17|ENSP00000447658|ENSP00000447658.1,1.0015579671473742
ENSG00000139304|ENSG00000139304.16|ENSP00000449133|ENSP00000449133.1,1.1394395249228002
ENSG00000102383|ENSG00000102383.14|ENSP00000445420|ENSP00000445420.1,1.129184576363137
ENSG00000171681|ENSG00000171681.13|ENSP00000441483|ENSP00000441483.1,1.2410878649240347
ENSG00000133195|ENSG00000133195.12|ENSP00000445829|ENSP00000445829.2,1.04731099177669
ENSG00000111424|ENSG00000111424.12|ENSP00000450105|ENSP00000450105.1,1.4526327597634756
ENSG00000139636|ENSG00000139636.16|ENSP00000447240|ENSP00000447240.1,1.3275287665711188
ENSG00000179088|ENSG00000179088.16|ENSP00000447908|ENSP00000447908.1,0.9903490872558902
ENSG00000111057|ENSG00000111057.11|ENSP00000447278|ENSP00000447278.1,1.2386176872355854
ENSG00000166226|ENSG00000166226.13|ENSP00000450153|ENSP00000450153.1,1.0838329542547274
ENSG00000120833|ENSG00000120833.14|ENSP00000448709|ENSP00000448709.1,1.249458361814498
ENSG00000251394|ENSG00000251394.6|ENSP00000448923|ENSP00000448923.1,1.0484255759976373
ENSG00000130477|ENSG00000130477.16|ENSP00000447236|ENSP00000447236.1,1.2249374572566487
ENSG00000110880|ENSG00000110880.11|ENSP00000449658|ENSP00000449658.1,1.2342494852434804
ENSG00000182149|ENSG00000182149.21|ENSP00000455860|ENSP00000455860.1,1.086685205864664
ENSG00000057704|ENSG00000057704.13|ENSP00000450078|ENSP00000450078.1,1.2034004666242175
ENSG00000139291|ENSG00000139291.14|ENSP00000448069|ENSP00000448069.1,1.1110513381473923
ENSG00000178188|ENSG00000178188.16|ENSP00000440354|ENSP00000440354.1,1.0791308211565975
ENSG00000149532|ENSG00000149532.16|ENSP00000437531|ENSP00000437531.1,1.0955512592359542
ENSG00000110881|ENSG00000110881.12|ENSP00000448263|ENSP00000448263.1,1.227610460687908
ENSG00000002016|ENSG00000002016.18|ENSP00000443254|ENSP00000443254.1,1.3852007301086504
ENSG00000198673|ENSG00000198673.11|ENSP00000449516|ENSP00000449516.1,1.328127406987565
ENSG00000168010|ENSG00000168010.11|ENSP00000437412|ENSP00000437412.1,1.1495612800799684
ENSG00000089094|ENSG00000089094.21|ENSP00000437821|ENSP00000437821.2,1.2160328208874178
ENSG00000206472|ENSG00000206472.11|ENSP00000447956|ENSP00000447956.1,1.124811517151738
ENSG00000166535|ENSG00000166535.20|ENSP00000443174|ENSP00000443174.1,0.9928487876788722
ENSG00000179044|ENSG00000179044.16|ENSP00000439910|ENSP00000439910.2,1.0208992393241223
ENSG00000165891|ENSG00000165891.16|ENSP00000447963|ENSP00000447963.1,1.139298201230729
ENSG00000137403|ENSG00000137403.19|ENSP00000447228|ENSP00000447228.1,1.240765834845512
ENSG00000012822|ENSG00000012822.16|ENSP00000449960|ENSP00000449960.1,1.1005320324469945
ENSG00000229698|ENSG00000229698.11|ENSP00000450119|ENSP00000450119.1,1.2412785059680345
ENSG00000139291|ENSG00000139291.14|ENSP00000448587|ENSP00000448587.1,1.0908495610127473
ENSG00000222036|ENSG00000222036.8|ENSP00000448581|ENSP00000448581.1,1.2365492088664005
ENSG00000165805|ENSG00000165805.10|ENSP00000448344|ENSP00000448344.1,1.181921206655547
ENSG00000123329|ENSG00000123329.20|ENSP00000448358|ENSP00000448358.1,1.079522718107353
ENSG00000101654|ENSG00000101654.18|ENSP00000446426|ENSP00000446426.1,1.1956328281816127
ENSG00000166046|ENSG00000166046.12|ENSP00000448952|ENSP00000448952.1,1.067293955754099
ENSG00000105676|ENSG00000105676.14|ENSP00000444341|ENSP00000444341.1,1.3011115057818485
ENSG00000231887|ENSG00000231887.10|ENSP00000479168|ENSP00000479168.1,1.1946376124886628
ENSG00000139168|ENSG00000139168.9|ENSP00000448780|ENSP00000448780.2,1.1813482524695968
ENSG00000182326|ENSG00000182326.17|ENSP00000442298|ENSP00000442298.1,1.2140381104519877
ENSG00000187109|ENSG00000187109.15|ENSP00000446756|ENSP00000446756.1,1.4302563206249488
ENSG00000152556|ENSG00000152556.17|ENSP00000446805|ENSP00000446805.1,1.1092226705786095
ENSG00000140545|ENSG00000140545.16|ENSP00000444332|ENSP00000444332.1,1.2841246282038632
ENSG00000134291|ENSG00000134291.12|ENSP00000447830|ENSP00000447830.1,1.3619476685146739
ENSG00000089009|ENSG00000089009.16|ENSP00000448067|ENSP00000448067.2,1.2727379685819014
ENSG00000155324|ENSG00000155324.10|ENSP00000444049|ENSP00000444049.1,1.0296406603616406
ENSG00000152556|ENSG00000152556.17|ENSP00000449269|ENSP00000449269.1,1.1291747807365276
ENSG00000229058|ENSG00000229058.10|ENSP00000447301|ENSP00000447301.2,1.0554667404209181
ENSG00000152936|ENSG00000152936.11|ENSP00000438645|ENSP00000438645.1,1.1462782318614417
ENSG00000223898|ENSG00000223898.8|ENSP00000447267|ENSP00000447267.1,1.1265838445830414
ENSG00000135454|ENSG00000135454.14|ENSP00000447945|ENSP00000447945.1,1.0322445510550968
ENSG00000003056|ENSG00000003056.8|ENSP00000442100|ENSP00000442100.1,1.296143652203175
ENSG00000136040|ENSG00000136040.9|ENSP00000447625|ENSP00000447625.1,1.1608674272309778
ENSG00000175183|ENSG00000175183.10|ENSP00000449824|ENSP00000449824.1,1.1549684315135282
ENSG00000079387|ENSG00000079387.15|ENSP00000450076|ENSP00000450076.1,1.039728896973192
ENSG00000123154|ENSG00000123154.12|ENSP00000449257|ENSP00000449257.1,1.2031318931087474
ENSG00000161800|ENSG00000161800.13|ENSP00000446889|ENSP00000446889.1,1.3711338166567375
ENSG00000233024|ENSG00000233024.7|ENSP00000440825|ENSP00000440825.1,1.135719869365893
ENSG00000231268|ENSG00000231268.9|ENSP00000449091|ENSP00000449091.1,1.1012612831889204
ENSG00000239927|ENSG00000239927.6|ENSP00000446632|ENSP00000446632.2,1.0498320713402833
ENSG00000223852|ENSG00000223852.7|ENSP00000447492|ENSP00000447492.2,1.1420221583646335
ENSG00000139613|ENSG00000139613.12|ENSP00000447680|ENSP00000447680.1,1.2589082044363173
ENSG00000172270|ENSG00000172270.22|ENSP00000473664|ENSP00000473664.1,1.5499610378937
ENSG00000015475|ENSG00000015475.19|ENSP00000449236|ENSP00000449236.1,1.2694015642989613
ENSG00000133858|ENSG00000133858.17|ENSP00000446995|ENSP00000446995.1,1.0563568108887924
ENSG00000235680|ENSG00000235680.8|ENSP00000449903|ENSP00000449903.1,1.3016923193278873
ENSG00000184988|ENSG00000184988.8|ENSP00000439844|ENSP00000439844.1,1.1999027378008331
ENSG00000173391|ENSG00000173391.9|ENSP00000439251|ENSP00000439251.1,1.1744314873125299
ENSG00000181929|ENSG00000181929.13|ENSP00000447433|ENSP00000447433.1,1.0746855852533372
ENSG00000224712|ENSG00000224712.13|ENSP00000448841|ENSP00000448841.1,1.0526348922205813
ENSG00000258289|ENSG00000258289.10|ENSP00000448050|ENSP00000448050.2,1.3974936163948453
ENSG00000186815|ENSG00000186815.13|ENSP00000448561|ENSP00000448561.1,1.5204596862391446
ENSG00000172613|ENSG00000172613.8|ENSP00000444979|ENSP00000444979.1,1.269965430994602
ENSG00000187555|ENSG00000187555.17|ENSP00000439272|ENSP00000439272.1,1.101042927935953
ENSG00000257411|ENSG00000257411.2|ENSP00000449770|ENSP00000449770.3,1.1699982640223932
ENSG00000258315|ENSG00000258315.5|ENSP00000448598|ENSP00000448598.1,1.077698178721797
ENSG00000100902|ENSG00000100902.11|ENSP00000444844|ENSP00000444844.1,1.2673836692138893
ENSG00000089060|ENSG00000089060.12|ENSP00000447972|ENSP00000447972.1,1.2235040186083657
ENSG00000086159|ENSG00000086159.14|ENSP00000449830|ENSP00000449830.1,1.4013035260016848
ENSG00000075089|ENSG00000075089.10|ENSP00000448669|ENSP00000448669.1,1.2677834507816244
ENSG00000291237|ENSG00000291237.1|ENSP00000442920|ENSP00000442920.1,1.1845798095102982
ENSG00000062485|ENSG00000062485.19|ENSP00000446492|ENSP00000446492.1,1.085949851270771
ENSG00000081985|ENSG00000081985.14|ENSP00000442443|ENSP00000442443.1,1.028345270787964
ENSG00000185046|ENSG00000185046.21|ENSP00000447999|ENSP00000447999.2,1.080275019054007
ENSG00000063177|ENSG00000063177.13|ENSP00000447894|ENSP00000447894.1,1.246202163148391
ENSG00000162433|ENSG00000162433.15|ENSP00000445912|ENSP00000445912.1,1.0344466243400514
ENSG00000054392|ENSG00000054392.13|ENSP00000444995|ENSP00000444995.1,1.1543761868252922
ENSG00000105251|ENSG00000105251.11|ENSP00000446058|ENSP00000446058.1,1.1744189818716826
ENSG00000110237|ENSG00000110237.5|ENSP00000441135|ENSP00000441135.1,1.130773209141745
